# Simulation 1 (Up to date)
# 305 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (92.7 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Propellant mass (oz),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (ft/s²),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
6.0966,1048,64.84,-330.72,67.344,334.3,51.774,0.026277,51.774,0.029079,3.6115,48.811,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.060527,2021036,0,116.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0085277,NaN,NaN,NaN,NaN,7.0118,55.264,975.8,1112.6,0.004907,0.095528
6.1017,1048.4,63.217,-316.33,65.705,319.75,51.792,0.026302,51.792,0.029097,3.3725,46.593,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.059054,1971819,0,110.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0083181,NaN,NaN,NaN,NaN,7.0163,55.263,975.79,1112.6,0.0051304,0.095561
6.1071,1048.7,61.594,-302.3,64.064,305.54,51.809,0.026328,51.809,0.029116,3.1341,44.389,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.057579,1922560,0,105.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0081086,NaN,NaN,NaN,NaN,7.012,55.261,975.77,1112.6,0.0053689,0.095596
6.1127,1049,59.971,-288.6,62.42,291.67,51.826,0.026354,51.826,0.029135,2.897,42.161,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.056101,1873211,0,100.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0078991,NaN,NaN,NaN,NaN,6.989,55.26,975.76,1112.6,0.0056243,0.095629
6.1186,1049.4,58.347,-275.26,60.776,278.15,51.843,0.026381,51.843,0.029156,2.6612,39.992,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.054624,1823859,0,94.912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0076896,NaN,NaN,NaN,NaN,6.965,55.259,975.75,1112.6,0.0058975,0.095662
6.1248,1049.7,56.724,-262.28,59.132,265,51.858,0.026408,51.858,0.029177,2.4267,37.88,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.053146,1774501,0,89.845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074802,NaN,NaN,NaN,NaN,6.9398,55.258,975.74,1112.6,0.0061902,0.095696
6.1313,1050.1,55.1,-249.65,57.488,252.21,51.873,0.026436,51.873,0.0292,2.1937,35.825,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.051668,1725140,0,84.917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0072709,NaN,NaN,NaN,NaN,6.9134,55.256,975.72,1112.6,0.0065042,0.095729
6.1382,1050.5,53.476,-237.38,55.843,239.78,51.888,0.026465,51.888,0.029224,1.9622,33.828,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.05019,1675773,0,80.127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0070617,NaN,NaN,NaN,NaN,6.8856,55.255,975.71,1112.6,0.0068415,0.095762
6.1454,1050.9,51.852,-225.46,54.198,227.7,51.901,0.026495,51.901,0.029249,1.7325,31.889,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.048712,1626400,0,75.476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0068525,NaN,NaN,NaN,NaN,6.8563,55.254,975.7,1112.6,0.0072042,0.095796
6.153,1051.2,50.227,-213.89,52.553,215.99,51.913,0.026526,51.913,0.029276,1.5046,30.008,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.047234,1577022,0,70.963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0066433,NaN,NaN,NaN,NaN,6.8256,55.252,975.68,1112.6,0.0075949,0.095833
6.161,1051.6,48.602,-202.7,50.913,204.67,51.924,0.026557,51.924,0.029304,1.2778,28.292,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.04576,1527790,0,66.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0064343,NaN,NaN,NaN,NaN,6.8242,55.251,975.67,1112.6,0.0080151,0.095867
6.1695,1052,46.978,-191.89,49.281,193.76,51.934,0.026589,51.934,0.029334,1.0509,26.802,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.044293,1478812,0,62.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0062253,NaN,NaN,NaN,NaN,6.8737,55.25,975.66,1112.6,0.0084664,0.095902
6.1784,1052.5,45.353,-181.44,47.65,183.2,51.943,0.026622,51.943,0.029366,0.82383,25.36,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.042827,1429854,0,58.337,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0060165,NaN,NaN,NaN,NaN,6.926,55.248,975.64,1112.6,0.0089541,0.095995
6.1879,1052.9,43.729,-171.34,46.02,173.01,51.949,0.026656,51.949,0.0294,0.5966,23.965,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.041362,1380918,0,54.413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058078,NaN,NaN,NaN,NaN,6.9813,55.247,975.63,1112.6,0.0094817,0.09608
6.1979,1053.3,42.104,-161.6,44.39,163.18,51.954,0.026691,51.954,0.029435,0.36924,22.617,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.039897,1332007,0,50.627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055992,NaN,NaN,NaN,NaN,7.0399,55.245,975.61,1112.6,0.010053,0.09612
6.2086,1053.8,40.479,-152.21,42.762,153.7,51.957,0.026727,51.957,0.029474,0.14177,21.315,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.038434,1283124,0,46.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0053908,NaN,NaN,NaN,NaN,7.102,55.244,975.6,1112.6,0.010673,0.096179
6.22,1054.2,38.854,-143.14,41.118,144.5,51.957,0.026764,51.957,0.029514,0.083086,19.798,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.036956,1233780,0,43.436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0051826,NaN,NaN,NaN,NaN,7.0752,55.242,975.58,1112.6,0.011352,0.096258
6.2321,1054.7,37.229,-134.41,39.469,135.65,51.955,0.026803,51.955,0.029558,0.30405,18.275,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.035475,1184308,0,40.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0049745,NaN,NaN,NaN,NaN,7.0231,55.241,975.56,1112.6,0.012093,0.096309
6.245,1055.1,35.603,-126.04,37.821,127.15,51.95,0.026842,51.95,0.029605,0.52096,16.814,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.033993,1134823,0,36.749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0047666,NaN,NaN,NaN,NaN,6.9676,55.239,975.55,1112.6,0.012901,0.096372
6.2587,1055.6,33.976,-118.02,36.171,119.02,51.941,0.026883,51.941,0.029655,0.73341,15.414,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.032511,1085325,0,33.613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0045588,NaN,NaN,NaN,NaN,6.9083,55.237,975.53,1112.6,0.013783,0.096446
6.2735,1056.1,32.349,-110.37,34.528,111.27,51.929,0.026926,51.929,0.029709,0.9421,14.156,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.031033,1035990,0,30.627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0043513,NaN,NaN,NaN,NaN,6.8785,55.236,975.51,1112.6,0.014743,0.096521
6.2893,1056.6,30.722,-103.08,32.887,103.9,51.912,0.026969,51.912,0.029766,1.1474,13,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.029559,986765,0,27.786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041439,NaN,NaN,NaN,NaN,6.8671,55.234,975.5,1112.6,0.015789,0.096599
6.3062,1057.1,29.094,-96.148,31.247,96.882,51.891,0.027015,51.891,0.029828,1.3488,11.899,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.028085,937548,0,25.083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039368,NaN,NaN,NaN,NaN,6.855,55.232,975.48,1112.6,0.016932,0.096746
6.3244,1057.6,27.465,-89.57,29.606,90.222,51.865,0.027061,51.865,0.029895,1.5458,10.832,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.02661,888290,0,22.517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00373,NaN,NaN,NaN,NaN,6.8328,55.23,975.46,1112.6,0.018182,0.096867
6.3439,1058.1,25.836,-83.341,27.962,83.914,51.832,0.02711,51.832,0.029967,1.7371,9.7872,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.025132,838945,0,20.085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035236,NaN,NaN,NaN,NaN,6.7922,55.228,975.44,1112.6,0.019549,0.096943
6.365,1058.7,24.206,-77.469,26.318,77.967,51.794,0.02716,51.794,0.030045,1.9222,8.799,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.023654,789601,0,17.792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0033174,NaN,NaN,NaN,NaN,6.7485,55.227,975.42,1112.6,0.02104,0.09704
6.3877,1059.2,22.575,-71.936,24.663,72.355,51.748,0.027212,51.748,0.030129,2.0985,7.7737,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.022167,739945,0,15.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0031117,NaN,NaN,NaN,NaN,6.6467,55.225,975.4,1112.6,0.022672,0.097161
6.4121,1059.7,20.943,-66.754,23.003,67.097,51.695,0.027266,51.695,0.03022,2.2641,6.775,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.020675,690129,0,13.592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029064,NaN,NaN,NaN,NaN,6.5131,55.223,975.39,1112.6,0.024448,0.097286
6.4385,1060.3,19.31,-61.956,21.36,62.245,51.633,0.027322,51.633,0.030318,2.4219,5.9884,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019199,640850,0,11.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027016,NaN,NaN,NaN,NaN,6.4661,55.221,975.37,1112.6,0.026354,0.09735
6.4668,1060.8,17.677,-57.544,19.741,57.797,51.562,0.02738,51.562,0.030424,2.5752,5.4005,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.017743,592251,0,10.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024974,NaN,NaN,NaN,NaN,6.5223,55.219,975.35,1112.6,0.028382,0.097453
6.4974,1061.3,16.043,-53.486,18.122,53.703,51.481,0.027439,51.482,0.030538,2.7227,4.8274,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.016289,543687,0,8.4359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0022941,NaN,NaN,NaN,NaN,6.5678,55.217,975.33,1112.6,0.030546,0.097507
6.5302,1061.8,14.409,-49.782,16.506,49.966,51.39,0.027501,51.39,0.030661,2.8631,4.2761,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.014836,495203,0,6.9985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002092,NaN,NaN,NaN,NaN,6.6056,55.215,975.31,1112.6,0.032831,0.097562
6.5655,1062.3,12.773,-46.369,14.827,46.498,51.287,0.027564,51.287,0.030794,2.9851,3.4595,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.013327,444818,0,5.6469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018914,NaN,NaN,NaN,NaN,6.3601,55.213,975.29,1112.6,0.035279,0.097683
6.6033,1062.7,11.136,-43.343,13.173,43.435,51.172,0.02763,51.172,0.030937,3.092,2.8314,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.01184,395187,0,4.4571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016922,NaN,NaN,NaN,NaN,6.2066,55.212,975.28,1112.6,0.037767,0.097738
6.6435,1063.1,9.4985,-40.715,11.57,40.787,51.046,0.027697,51.046,0.031089,3.1895,2.4238,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.010399,347100,0,3.4384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014953,NaN,NaN,NaN,NaN,6.2317,55.21,975.26,1112.6,0.040219,0.097814
6.6861,1063.5,7.8605,-38.45,9.9899,38.506,50.908,0.027766,50.908,0.03125,3.2774,2.0625,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.0089791,299688,0,2.5633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001302,NaN,NaN,NaN,NaN,6.2839,55.209,975.24,1112.6,0.042602,0.097861
6.7308,1063.8,6.2222,-36.594,8.5297,36.642,50.759,0.027836,50.759,0.03142,3.3618,1.8847,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.0076666,255881,0,1.8687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011141,NaN,NaN,NaN,NaN,6.5892,55.207,975.23,1112.6,0.044769,0.097912
6.7776,1064.1,4.5834,-35.044,7.0396,35.078,50.6,0.027906,50.6,0.031599,3.4341,1.5462,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.0063273,211178,0,1.2728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3535e-4,NaN,NaN,NaN,NaN,6.6541,55.206,975.22,1112.6,0.046765,0.098016
6.826,1064.3,2.9441,-33.855,5.668,33.879,50.433,0.027977,50.433,0.031785,3.4951,1.2608,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.0050945,170030,0,0.82511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.7142e-4,NaN,NaN,NaN,NaN,6.7685,55.205,975.21,1112.6,0.048421,0.098112
6.8757,1064.4,1.3045,-33.003,4.4844,33.019,50.258,0.028049,50.258,0.031977,3.5454,1.0118,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.0040307,134525,0,0.5165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.3391e-4,NaN,NaN,NaN,NaN,6.8778,55.205,975.2,1112.6,0.049682,0.098206
6.9263,1064.4,-0.33545,-32.435,3.5935,32.445,50.077,0.02812,50.077,0.032173,3.586,0.80247,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.0032299,107798,0,0.33166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.4334e-4,NaN,NaN,NaN,NaN,6.8937,55.204,975.2,1112.6,0.05056,0.098253
# Event APOGEE occurred at t=6.9774 seconds
6.9774,1064.3,-1.9755,-32.05,3.2344,32.058,49.893,0.02819,49.893,0.032372,3.6215,0.69375,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.0029072,97027,0,0.26869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.2475e-4,NaN,NaN,NaN,NaN,6.8029,55.204,975.2,1112.6,0.05117,0.098353
7.0293,1064.2,-3.6152,-31.596,4.0012,31.609,49.704,0.028259,49.704,0.032576,3.6696,0.92808,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.0035964,120030,0,0.41119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.8564e-4,NaN,NaN,NaN,NaN,7.101,55.204,975.2,1112.6,0.051897,0.09847
7.0825,1064,-5.254,-30.842,5.3126,30.873,49.507,0.028329,49.507,0.032786,3.7429,1.3785,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.004775,159368,0,0.72488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0764e-4,NaN,NaN,NaN,NaN,7.5624,55.205,975.21,1112.6,0.053134,0.098519
7.1373,1063.6,-6.8923,-29.899,6.3481,29.937,49.299,0.028398,49.299,0.033004,3.8255,1.5075,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.0057058,190435,0,1.035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.6638e-4,NaN,NaN,NaN,NaN,7.3058,55.206,975.22,1112.6,0.054796,0.098584
7.1944,1063.2,-8.5305,-28.668,7.5177,28.707,49.078,0.028468,49.078,0.033234,3.9114,1.5039,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.006757,225521,0,1.4516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010441,NaN,NaN,NaN,NaN,6.8274,55.207,975.23,1112.6,0.057143,0.098623
7.255,1062.6,-10.168,-27.041,8.9338,27.087,48.839,0.028538,48.839,0.03348,4.0071,1.5799,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.0080298,268006,0,2.0499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012323,NaN,NaN,NaN,NaN,6.5653,55.209,975.24,1112.6,0.060561,0.098664
7.3205,1061.9,-11.802,-24.926,10.614,25.019,48.571,0.02861,48.571,0.033749,4.1482,2.152,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.0095396,318401,0,2.8933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014271,NaN,NaN,NaN,NaN,7.0496,55.211,975.26,1112.6,0.065567,0.098703
7.3927,1061,-13.437,-22.639,12.05,22.723,48.267,0.028684,48.267,0.03405,4.2892,1.9525,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.010831,361512,0,3.7298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016278,NaN,NaN,NaN,NaN,6.5799,55.213,975.29,1112.6,0.072193,0.098742
7.4747,1059.8,-15.067,-19.878,13.665,20.007,47.907,0.02876,47.907,0.034396,4.4748,2.2647,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.012282,409962,0,4.7965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018306,NaN,NaN,NaN,NaN,6.7763,55.216,975.32,1112.6,0.081993,0.098785
7.5714,1058.3,-16.693,-16.823,15.227,16.971,47.464,0.02884,47.464,0.034814,4.691,2.2363,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.013686,456836,0,5.9559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020365,NaN,NaN,NaN,NaN,6.679,55.221,975.36,1112.6,0.09666,0.098825
7.6921,1056.2,-18.312,-13.412,16.807,13.59,46.882,0.028924,46.882,0.035348,4.9559,2.1944,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.015107,504269,0,7.2567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0022441,NaN,NaN,NaN,NaN,6.6507,55.226,975.42,1112.6,0.12071,0.098898
7.859,1053,-19.932,-9.7068,18.354,9.8258,46.034,0.029012,46.034,0.03611,5.2104,1.5245,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.016497,550702,0,8.6543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024535,NaN,NaN,NaN,NaN,6.2031,55.234,975.49,1112.6,0.16695,0.098985
8.1449,1047,-21.531,-5.5911,19.956,5.7379,44.491,0.029099,44.491,0.037473,5.5791,1.2897,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.017936,598808,0,10.232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026628,NaN,NaN,NaN,NaN,6.1812,55.245,975.61,1112.6,0.28589,0.099053
8.6449,1036.1,-22.129,-1.1963,21.531,1.1963,41.701,0.029103,41.701,0.039987,5.5819,0.0056258,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019351,646155,0,11.912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028743,NaN,NaN,NaN,NaN,5.5849,55.266,975.82,1112.6,0.5,0.099124
9.1449,1025.1,-21.851,0.55656,22.129,0.56147,38.919,0.029008,38.919,0.042705,5.5449,0.074101,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019888,664284,0,12.588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029479,NaN,NaN,NaN,NaN,5.5336,55.305,976.21,1112.7,0.5,0.099185
9.6449,1014.2,-21.934,-0.16604,21.908,2.3227,35.857,0.028885,35.857,0.046156,6.7032,2.3168,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019689,657829,0,12.342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029122,NaN,NaN,NaN,NaN,7.1309,55.344,976.6,1112.7,0.5,0.099254
10.145,1003.2,-21.908,0.051878,21.967,1.7677,32.285,0.028746,32.285,0.051015,7.5867,1.767,28.61,-80.6,32.123,NaN,NaN,NaN,NaN,44.577,0,NaN,NaN,NaN,NaN,NaN,0.019741,659766,0,12.412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029735,NaN,NaN,NaN,NaN,7.9097,55.383,976.99,1112.8,0.5,0.099317
